Title,Abstract
"['smsbased', 'multiple', 'electronic', 'bulletin', 'board']","['conventional', 'electronic', 'bulletin', 'board', 'us', 'keypad', 'reprogrammed', 'update', 'message', 'thus', 'limit', 'distance', 'updating', 'message', 'limiting', 'user', 'knowledgeable', 'person', 'one', 'example', 'low', 'cost', 'electronic', 'bulletin', 'board', 'project', 'previous', 'bsece', 'student', 'paper', 'applies', 'sm', 'technology', 'mobile', 'phone', 'updating', 'message', 'displayed', 'electronic', 'bulletin', 'board', 'update', 'message', 'display', 'board', 'sm', 'system', 'us', 'simd', 'gsm', 'modem', 'communicate', 'authorized', 'user', 'mobile', 'phone', 'allowing', 'updating', 'message', 'long', 'distance', 'enables', 'user', 'friendly', 'interface', 'also', 'utilizes', 'rf', 'technology', 'transmission', 'reception', 'two', 'electronic', 'bulletin', 'board', 'receiving', 'sm', 'atmega', 'microcontroller', 'system', 'controller', 'drive', 'display', 'board', 'sends', 'second', 'display', 'board', 'rf', 'transmitter', 'display', 'board', 'composed', 'x', 'led', 'matrix', 'array', 'functionality', 'project', 'verified', 'integration', 'hardware', 'software', 'design', 'project', 'proven', 'user', 'friendly', 'flexible', 'existing', 'electronic', 'bulletin', 'board', 'found', 'ceit']"
"['crime', 'mapping', 'using', 'gi', 'tool', 'decision', 'making', 'province', 'agusan', 'del', 'norte']","['crime', 'mapping', 'using', 'gi', 'province', 'agusan', 'del', 'sur', 'play', 'significant', 'role', 'ensuring', 'peace', 'well', 'security', 'life', 'property', 'citizenry', 'address', 'goal', 'researcher', 'designed', 'information', 'system', 'police', 'station', 'municipality', 'identify', 'map', 'crime', 'occurrence', 'using', 'different', 'technology', 'web', 'framework', 'geographical', 'information', 'system', 'gi', 'geometric', 'series', 'pattern', 'analysis', 'would', 'great', 'help', 'every', 'police', 'officer', 'designated', 'authority', 'aid', 'decision', 'making', 'every', 'crime', 'emergency', 'situation', 'keywords', 'crime', 'mapping', 'geographical', 'information', 'system', 'web', 'framework', 'geometric', 'series', 'pattern', 'analysis']"
"['rulebased', 'system', 'sitespecies', 'matching', 'using', 'selected', 'biophysical', 'characteristic']","['crop', 'adaptation', 'vary', 'different', 'biophysical', 'requirement', 'commonly', 'grown', 'crop', 'must', 'sufficient', 'input', 'either', 'practicalbased', 'nature', 'based', 'order', 'produce', 'high', 'yield', 'however', 'farmer', 'philippine', 'ignore', 'land', 'capability', 'selecting', 'appropriate', 'crop', 'cultivate', 'get', 'low', 'yield', 'order', 'help', 'farmer', 'selecting', 'appropriate', 'crop', 'expert', 'advise', 'suitable', 'crop', 'productive', 'landmanagement', 'system', 'however', 'manual', 'normal', 'process', 'analyzing', 'land', 'capability', 'easy', 'expert', 'aim', 'develop', 'expert', 'system', 'would', 'help', 'expert', 'advising', 'suitable', 'crop', 'farmer', 'application', 'information', 'technology', 'great', 'help', 'automating', 'knowledge', 'expert', 'use', 'exsys', 'corvid', 'servlet', 'runtime', 'selected', 'crop', 'forest', 'tree', 'specie', 'corresponding', 'selected', 'biophysical', 'characteristic', 'altitude', 'elevation', 'soil', 'ph', 'soil', 'type', 'temperature', 'rainfall', 'requirement', 'coded', 'logic', 'rule', 'inputted', 'logic', 'block', 'tell', 'system', 'command', 'block', 'contains', 'procedural', 'command', 'tell', 'inference', 'engine', 'use', 'inputted', 'logic', 'block', 'project', 'acceptable', 'term', 'efficacy', 'sufficiency', 'software', 'environment', 'perceived', 'respondent', 'grand', 'mean', 'indicates', 'good', 'verbal', 'description', 'output', 'developed', 'system', 'entitled', 'rule', 'based', 'system', 'sitespecies', 'matching', 'using', 'selected', 'biophysical', 'characteristic', 'generally', 'agreed', 'agriculturist', 'student', 'knowledgeable', 'content', 'furthermore', 'survey', 'tested', 'know', 'perception', 'respondent', 'regard', 'system', 'using', 'system', 'weighted', 'mean', 'formula']"
"['league', 'campus', 'organization', 'webbased', 'membership', 'management', 'system', 'short', 'message', 'service', 'notification']","['csulco', 'membership', 'management', 'system', 'sm', 'notification', 'aimed', 'create', 'webbased', 'membership', 'management', 'system', 'streamline', 'modernize', 'previous', 'registration', 'league', 'campus', 'organization', 'lco', 'userfriendly', 'membership', 'system', 'developed', 'student', 'including', 'sm', 'notification', 'inform', 'status', 'membership', 'request', 'essential', 'news', 'upcoming', 'event', 'demonstrated', 'implementing', 'system', 'improve', 'performance', 'reducing', 'registration', 'process', 'targeted', 'organization', 'contribute', 'knowledge', 'league', 'campus', 'organization', 'lco', 'membership', 'day', 'online', 'capability', 'despite', 'identified', 'provides', 'valuable', 'insight', 'serf', 'starting', 'point', 'registration', 'process', 'paper', 'comprehensively', 'analyzes', 'smsbased', 'using', 'twilio', 'league', 'campus', 'organization', 'csulco', 'membership', 'management', 'system', 'field', 'league', 'campus', 'organization', 'lco', 'organizational', 'officer', 'pave', 'way', 'additional', 'django', 'framework', 'membership', 'management', 'system', 'keywords', 'django', 'framework', 'membership', 'management', 'system', 'sm', 'notification', 'twilio', 'platform']"
"['design', 'implementation', 'webbased', 'payroll', 'system']","['current', 'payroll', 'system', 'based', 'traditional', 'operates', 'every', 'process', 'separately', 'manipulation', 'different', 'process', 'slow', 'speed', 'operation', 'bigger', 'chance', 'marginal', 'error', 'system', 'must', 'developed', 'upgraded', 'enhance', 'performance', 'system', 'structural', 'design', 'focused', 'dreamweaver', 'mx', 'provides', 'powerful', 'combination', 'visual', 'layout', 'tool', 'application', 'development', 'feature', 'code', 'editing', 'support', 'enabling', 'developer', 'designer', 'every', 'skill', 'level', 'create', 'visually', 'appealing', 'standardsbased', 'site', 'application', 'quickly', 'mysql', 'database', 'management', 'also', 'included', 'handle', 'database', 'multiple', 'record', 'system', 'php', 'used', 'design', 'front', 'end', 'support', 'wide', 'range', 'database', 'especially', 'suited', 'web', 'development', 'embedded', 'html', 'create', 'robust', 'commercialgrade', 'featureful', 'freelyavailable', 'source', 'code', 'implementation', 'http', 'web', 'server', 'apache', 'project', 'used', 'detail', 'design', 'web', 'based', 'payroll', 'system', 'provides', 'automatic', 'calculation', 'process', 'system', 'work', 'software', 'application', 'shared', 'combined']"
"['database', 'application', 'asgm', 'map', 'rendering']","['database', 'application', 'asgm', 'map', 'r', 'rendering', 'offline', 'system', 'profile', 'artisanal', 'smallscale', 'gold', 'mining', 'region', 'profiling', 'artisanal', 'smallscale', 'gold', 'mining', 'asgm', 'provide', 'detailed', 'information', 'mining', 'activity', 'mining', 'processor', 'within', 'asgm', 'category', 'basis', 'identifying', 'different', 'used', 'artisanal', 'smallscale', 'gold', 'mining', 'classifies', 'province', 'artisanal', 'small', 'scale', 'gold', 'mining', 'ownersoperators', 'main', 'goal', 'proponent', 'create', 'dynamic', 'database', 'offline', 'graphical', 'mapping', 'location', 'miner', 'processor', 'located', 'region', 'proponent', 'used', 'gmap', 'net', 'library', 'creation', 'map', 'capacity', 'provide', 'offline', 'mapping', 'capability', 'system', 'made', 'programmed', 'using', 'visual', 'basic', 'net', 'framework', 'database', 'system', 'made', 'm', 'access', 'give', 'adaptable', 'information', 'researcher', 'st', 'program', 'responsible', 'mining', 'mindanao', 'subprogram', 'sciencebased', 'information', 'generation', 'support', 'responsible', 'mining', 'mindanao', 'keywords', 'asgm', 'vbnet', 'm', 'access', 'gmap', 'net', 'google', 'map', 'qgis']"
"['webbased', 'record', 'management', 'using', 'information', 'delivery', 'system', 'id']","['denrs', 'national', 'greening', 'program', 'envisioned', 'attain', 'system', 'help', 'improve', 'daily', 'office', 'performance', 'achieve', 'direct', 'communication', 'level', 'department', 'segregated', 'province', 'region', 'auto', 'generation', 'report', 'requested', 'main', 'office', 'ngp', 'ncr', 'auto', 'counting', 'consolidated', 'contract', 'made', 'cenro', 'level', 'ngp', 'ngp', 'fast', 'track', 'general', 'information', 'report', 'tool', 'regarding', 'matter', 'system', 'entitled', 'webbased', 'record', 'management', 'using', 'information', 'delivery', 'system', 'id', 'completed', 'implemented', 'using', 'php', 'html', 'cs', 'javascript', 'web', 'programming', 'facilitate', 'creation', 'graphical', 'user', 'interface', 'gui', 'codeigniter', 'used', 'framework', 'system', 'testing', 'conducted', 'respondent', 'gave', 'statistic', 'high', 'usability', 'keywords', 'javascript', 'information', 'delivery', 'system', 'codeigniter', 'php', 'html', 'cs']"
"['integrated', 'medical', 'record', 'monitoring', 'management', 'portal']","['department', 'health', 'doh', 'responsible', 'ensuring', 'public', 'access', 'basic', 'public', 'health', 'service', 'integrated', 'medical', 'record', 'monitoring', 'analysis', 'portal', 'imrmap', 'system', 'aid', 'public', 'view', 'profile', 'medical', 'doctor', 'along', 'field', 'expertise', 'assigned', 'hospital', 'using', 'appropriate', 'tool', 'php', 'webbased', 'interface', 'development', 'mysql', 'database', 'management', 'system', 'morbidity', 'mortality', 'rate', 'google', 'fusion', 'table', 'visualization', 'mapping', 'location', 'different', 'medical', 'entity', 'chart', 'morbidity', 'mortality', 'rate', 'twitter', 'bootstrap', 'convenience', 'opening', 'site', 'different', 'device', 'keywords', 'integrated', 'medical', 'record', 'monitoring', 'analysis', 'portal', 'mortality', 'morbidity', 'twitter', 'bootstrap', 'google', 'fusion', 'table']"
"['digital', 'classification', 'extraction', 'record', 'management', 'pap', 'child', 'document']","['department', 'social', 'welfare', 'developmentadoption', 'resource', 'refer', 'unit', 'desire', 'automated', 'system', 'would', 'store', 'adoption', 'foster', 'care', 'would', 'like', 'database', 'system', 'would', 'store', 'digitize', 'visual', 'presentation', 'notification', 'database', 'system', 'made', 'easily', 'deployed', 'ready', 'use', 'serverbased', 'digital', 'storage', 'made', 'store', 'uploaded', 'digitized', 'document', 'safekeeping', 'easy', 'retrieval', 'future', 'use', 'visualization', 'also', 'made', 'visualize', 'clear', 'status', 'timeline', 'view', 'lacking', 'based', 'tomaround', 'time', 'order', 'comply', 'turnaround', 'time', 'notification', 'system', 'embedded', 'system', 'notify', 'manager', 'lacking', 'comply', 'based', 'turnaround', 'time', 'system', 'configured', 'easily', 'system', 'used', 'full', 'potential', 'automation', 'purpose', 'system', 'designed', 'extract', 'pdf', 'document', 'using', 'tesseract', 'optical', 'character', 'recognition', 'user', 'upload', 'document', 'needed', 'displayed', 'interface', 'user', 'save', 'database', 'system', 'deployed', 'use', 'serverbased', 'web', 'application', 'easy', 'accessibility', 'secure', 'storage', 'digitized', 'document', 'based', 'sup', 'testing', 'system', 'resolution', 'dot', 'per', 'inch', 'accuracy', 'rate', 'accuracy', 'rate', 'dpi', 'resolution', 'higher', 'dpi', 'even', 'clean', 'document', 'generated', 'woed', 'application', 'keywords', 'classification', 'extraction', 'visualization', 'optical', 'character', 'recognition', 'notification']"
"['deployment', 'baranagy', 'profiling', 'system']","['deployment', 'barangay', 'profiler', 'system', 'would', 'provide', 'contribute', 'improvement', 'process', 'quality', 'service', 'offered', 'certain', 'barangay', 'deploying', 'system', 'many', 'aspect', 'need', 'validated', 'assessed', 'like', 'potential', 'barangays', 'deliverable', 'importance', 'system', 'would', 'impact', 'revive', 'system', 'deployment', 'researcher', 'conducted', 'community', 'need', 'assessment', 'cna', 'determine', 'potential', 'barangays', 'recipient', 'assessment', 'showed', 'barangay', 'bonbon', 'fort', 'poyohon', 'beneficiary', 'qualified', 'criterion', 'term', 'infrastructure', 'technical', 'skill', 'willingness', 'adopt', 'also', 'impact', 'assessment', 'showed', 'deployed', 'system', 'significant', 'support', 'offered', 'barangays', 'term', 'issuance', 'certificate', 'profiling', 'convenience', 'system', 'brings', 'said', 'system', 'deployed', 'arpil', 'fort', 'poyohon', 'april', 'barangay', 'office', 'bonbon', 'keywords', 'deployment', 'assessment', 'barangay', 'profiler', 'revive']"
"['deployment', 'grading', 'reporting', 'system']","['deployment', 'grading', 'reporting', 'system', 'secondary', 'school', 'provide', 'advancement', 'daily', 'transaction', 'term', 'recording', 'managing', 'general', 'information', 'student', 'student', 'personal', 'information', 'grade', 'performance', 'information', 'system', 'capability', 'perform', 'basic', 'computation', 'grade', 'displaying', 'report', 'per', 'student', 'however', 'rule', 'thing', 'need', 'follow', 'deployment', 'said', 'information', 'system', 'conduct', 'orientation', 'within', 'school', 'activity', 'using', 'system', 'effective', 'way', 'conduct', 'assessment', 'school', 'identify', 'capable', 'meet', 'requirement', 'needed', 'system', 'deployment', 'conduct', 'assessment', 'ensure', 'system', 'fit', 'school', 'need', 'conduct', 'training', 'assessment', 'guide', 'school', 'administration', 'adoption', 'new', 'technology', 'help', 'daily', 'task', 'researcher', 'goal', 'solve', 'problem', 'keywords', 'deployment', 'report', 'training', 'assessment']"
"['reinforcement', 'learningbased', 'unmanned', 'ground', 'vehicle', 'simulation', 'cacao', 'pod', 'collection']","['despite', 'cacao', 'one', 'world', 'significant', 'perennial', 'crop', 'harvesting', 'process', 'crop', 'still', 'commonly', 'done', 'hand', 'involves', 'lengthy', 'process', 'collecting', 'picking', 'detached', 'cacao', 'pod', 'however', 'particular', 'manual', 'movement', 'process', 'executed', 'autonomously', 'unmanned', 'ground', 'vehicle', 'ugvs', 'using', 'reinforcement', 'learning', 'rl', 'based', 'algorithm', 'aim', 'simulate', 'rlbased', 'ugv', 'pickup', 'mechanism', 'automates', 'process', 'cacao', 'pod', 'collection', 'paper', 'researcher', 'used', 'rl', 'algorithm', 'called', 'proximal', 'policy', 'optimization', 'ppo', 'simulated', 'via', 'webots', 'opensource', 'robot', 'simulator', 'agent', 'rlbased', 'ugv', 'tested', 'two', 'environment', 'without', 'obstacle', 'together', 'randomly', 'placed', 'batch', 'cacao', 'pod', 'collection', 'area', 'environment', 'suggest', 'possibility', 'using', 'rlbased', 'ugvs', 'manual', 'process', 'despite', 'different', 'researcher', 'determined', 'agent', 'better', 'performance', 'environment', 'without', 'obstacle', 'thus', 'implied', 'need', 'future', 'improvement', 'model', 'particularly', 'obstacle', 'avoidance', 'keywords', 'unmanned', 'ground', 'vehicle', 'reinforcement', 'learning', 'proximal', 'policy', 'optimization', 'webots']"
"['reliability', 'analysis', 'arq', 'pp', 'connection']","['despite', 'technological', 'advance', 'failure', 'still', 'occur', 'transmission', 'response', 'problem', 'error', 'control', 'protocol', 'like', 'fbc', 'arq', 'fault', 'tolerant', 'implemented', 'transmission', 'present', 'reliability', 'analysis', 'arqs', 'stop', 'walt', 'go', 'back', 'n', 'selective', 'repest', 'pp', 'repairable', 'connection', 'reliability', 'arqs', 'determined', 'derivation', 'time', 'dependent', 'reliability', 'mttf', 'steady', 'availability', 'real', 'time', 'application', 'purpose', 'derived', 'using', 'rbd', 'hierarchical', 'decomposition', 'computational', 'researcher', 'investigate', 'effect', 'increased', 'buffer', 'size', 'repeat', 'request', 'arqs', 'reliability', 'numerical', 'graph', 'simulation', 'reveal', 'behavior', 'arqs', 'reliability', 'buffer', 'size', 'increased', 'repeat', 'request', 'occurrence', 'affect', 'reliability']"
"['faculty', 'workload', 'automation']","['determining', 'appropriate', 'number', 'instructor', 'hired', 'tedious', 'work', 'computation', 'manipulation', 'difficult', 'task', 'analyze', 'set', 'resource', 'come', 'optimal', 'precise', 'decision', 'situation', 'balancing', 'budget', 'resource', 'needed', 'basis', 'getting', 'exact', 'faculty', 'strength', 'institution', 'considered', 'premise', 'researcher', 'developed', 'could', 'solve', 'give', 'exact', 'solution', 'problem', 'faculty', 'workload', 'automation', 'specifically', 'concerned', 'determining', 'faculty', 'strength', 'workload', 'institution', 'great', 'help', 'lighten', 'task', 'administrative', 'personnel', 'since', 'system', 'faster', 'manual', 'calculation', 'consume', 'lot', 'time', 'effort', 'researcher', 'gathered', 'information', 'human', 'resource', 'management', 'office', 'office', 'institute', 'order', 'know', 'different', 'possibility', 'determine', 'faculty', 'workload', 'well', 'total', 'number', 'instructor', 'hired', 'information', 'used', 'condition', 'embedded', 'system', 'produce', 'efficient', 'output', 'relation']"
"['online', 'teacher', 'efficiency', 'rating']","['developing', 'online', 'rating', 'system', 'would', 'automate', 'evaluation', 'process', 'could', 'make', 'system', 'fast', 'convenient', 'advent', 'webbased', 'technology', 'creating', 'online', 'rating', 'system', 'teacher', 'evaluation', 'designed', 'promote', 'improvement', 'teaching', 'teacher', 'evaluation', 'process', 'faster', 'evaluation', 'easily', 'acquired', 'system', 'provides', 'convenience', 'evaluator', 'student', 'peer', 'supervisor', 'answering', 'questionnaire', 'moving', 'online', 'rating', 'system', 'provides', 'flexibility', 'selecting', 'rating', 'item', 'evaluator', 'also', 'give', 'constructive', 'feedback', 'feedback', 'evaluator', 'faculty', 'better', 'understand', 'teaching', 'strength', 'weakness', 'system', 'also', 'calculate', 'interpret', 'evaluation', 'automatically', 'evaluation', 'directly', 'viewed', 'printed', 'hrmo', 'instructor', 'evaluation', 'administrative', 'us', 'regarding', 'faculty', 'rank', 'assignment', 'online', 'ter', 'complement', 'aim', 'institution', 'change', 'existing', 'evaluating', 'instructor', 'online', 'form', 'order', 'efficient']"
"['profile', 'multimedia', 'presentation', 'using', 'synthetic', 'software']","['developing', 'implementing', 'multimedia', 'presentation', 'unique', 'medium', 'making', 'reliable', 'advertisement', 'field', 'emerging', 'informative', 'institution', 'unfortunately', 'hasnt', 'yet', 'developed', 'implemented', 'multimedia', 'presentation', 'would', 'cover', 'entire', 'area', 'including', 'history', 'infrastructure', 'linkage', 'achievement', 'curricular', 'offering', 'response', 'need', 'work', 'present', 'function', 'synthetic', 'software', 'tool', 'making', 'multimedia', 'presentation', 'consisting', 'following', 'adobe', 'photoshop', 'swissmax', 'progoldshow', 'cooledit', 'macromedia', 'flashmx', 'work', 'importing', 'exporting', 'basic', 'event', 'making', 'multimedia', 'presentation', 'importing', 'still', 'image', 'sound', 'animation', 'text', 'must', 'modified', 'first', 'exporting', 'macromedia', 'flash', 'mx', 'image', 'modification', 'adobe', 'photoshop', 'used', 'modify', 'graphic', 'picture', 'cool', 'edit', 'also', 'intended', 'modify', 'voice', 'sound', 'effect', 'rendered', 'different', 'effect', 'swissmax', 'progoldshow', 'used', 'rendering', 'animation', 'image', 'text', 'graphic', 'modified', 'exported', 'macromedia', 'flashmx', 'flashmx', 'manipulates', 'imported', 'one', 'synchronized', 'output', 'combination', 'using', 'synthetic', 'software', 'would', 'produce', 'reliable', 'efficient', 'robust', 'output', 'developing', 'implementing', 'profile', 'using', 'multimedia', 'presentation']"
"['diode', 'testing', 'assemble', 'tool', 'verifying', 'diode', 'characteristic']","['diode', 'characteristic', 'tester', 'electronic', 'device', 'measure', 'different', 'parameter', 'diode', 'figure', 'ability', 'diode', 'withstand', 'beyond', 'set', 'manufacturing', 'semiconductor', 'industry', 'must', 'observe', 'busted', 'diode', 'always', 'seen', 'physical', 'condition', 'instead', 'internal', 'performance', 'matter', 'use', 'newly', 'designed', 'tester', 'internal', 'behavior', 'diode', 'defined', 'exemplified', 'although', 'existing', 'diode', 'tester', 'available', 'system', 'used', 'accounted', 'primary', 'difference', 'existing', 'diode', 'tester', 'big', 'difference', 'term', 'cost', 'size', 'almost', 'three', 'time', 'larger', 'compared', 'newly', 'designed', 'tester', 'another', 'downside', 'complexity', 'design', 'requires', 'expertise', 'well', 'operated', 'design', 'testing', 'mechanism', 'relies', 'three', 'major', 'component', 'microcontroller', 'current', 'sensor', 'dcdc', 'converter', 'microcontroller', 'arduino', 'atmega', 'version', 'serf', 'main', 'tester', 'read', 'parameter', 'specific', 'diode', 'characteristic', 'analog', 'pin', 'current', 'sensor', 'amplify', 'small', 'leakage', 'current', 'diode', 'reverse', 'bias', 'condition', 'amplification', 'part', 'needed', 'since', 'microcontroller', 'cannot', 'read', 'small', 'voltage', 'last', 'part', 'dcdc', 'converter', 'convert', 'volt', 'supply', 'volt', 'since', 'microcontroller', 'read', 'range', 'supply', 'voltage', 'zero', 'read', 'voltage', 'converter', 'fed', 'microcontroller', 'also', 'zero', 'displayed', 'lcd', 'liquid', 'crystal', 'display', 'based', 'value', 'measured', 'using', 'newly', 'designed', 'tester', 'almost', 'similar', 'value', 'measured', 'using', 'digital', 'tester', 'percentage', 'forward', 'voltage', 'test', 'reverse', 'voltage', 'test', 'reverse', 'current', 'test', 'respectively', 'done', 'using', 'test', 'show', 'similarity', 'two', 'tester', 'term', 'reading', 'value', 'keywords', 'diode', 'characteristic', 'microcontroller', 'current', 'sensor', 'dc', 'dc', 'converter']"
"['development', 'laboratory', 'attendance', 'monitoring', 'file', 'management', 'system']","['disseminating', 'collecting', 'laboratory', 'activity', 'one', 'hard', 'task', 'faculty', 'instead', 'using', 'flash', 'drive', 'device', 'distributing', 'time', 'checking', 'attendance', 'difficult', 'monitoring', 'student', 'late', 'absent', 'developed', 'webbased', 'laboratory', 'attendance', 'monitoring', 'file', 'management', 'system', 'system', 'help', 'faculty', 'upload', 'laboratory', 'activity', 'student', 'assign', 'grade', 'laboratory', 'activity', 'monitor', 'attendance', 'student', 'late', 'absent', 'class', 'student', 'come', 'late', 'class', 'automatically', 'marked', 'late', 'researcher', 'conducted', 'survey', 'respondent', 'student', 'instructor', 'laboratory', 'csu', 'researcher', 'achieved', 'lessen', 'time', 'instructor', 'disseminating', 'collecting', 'laboratory', 'activity', 'whenever', 'activity', 'laboratory', 'take', 'place', 'student', 'downloads', 'submit', 'laboratory', 'activity', 'also', 'take', 'attendance', 'scanning', 'qr', 'code', 'survey', 'researcher', 'computed', 'tallied', 'overall', 'percent', 'effectiveness', 'ease', 'use', 'equivalent', 'descriptive', 'rating', 'strongly', 'agree', 'keywords', 'lm', 'file', 'management', 'system', 'attendance', 'system', 'qr', 'code']"
"['special', 'program', 'employment', 'student', 'spes', 'online', 'registration', 'notification', 'thru', 'sm', 'region', 'xiii']","['dole', 'offer', 'summer', 'job', 'program', 'student', 'earn', 'minimum', 'wage', 'twenty', 'consecutive', 'day', 'summer', 'vacation', 'called', 'special', 'program', 'employment', 'student', 'spes', 'application', 'requires', 'student', 'personally', 'submit', 'requirement', 'peso', 'office', 'effect', 'inconvenient', 'time', 'consuming', 'costly', 'student', 'numerous', 'alternative', 'technological', 'choice', 'present', 'innovative', 'way', 'would', 'help', 'eliminate', 'current', 'difficulty', 'applicant', 'going', 'summer', 'job', 'paper', 'analyzed', 'existing', 'system', 'using', 'agile', 'model', 'leading', 'design', 'development', 'online', 'registration', 'notification', 'thru', 'sm', 'require', 'physical', 'presence', 'applicant', 'peso', 'remotely', 'register', 'submit', 'necessary', 'document', 'online', 'keywords', 'registration', 'system', 'agile', 'notification', 'thru', 'sm']"
"['automated', 'enrollment', 'system', 'design', 'doongan', 'elementary', 'school']","['doongan', 'elementary', 'performs', 'transaction', 'manual', 'process', 'disadvantage', 'occur', 'current', 'system', 'used', 'like', 'delay', 'work', 'loss', 'record', 'much', 'production', 'hardcopies', 'automated', 'enrollment', 'system', 'design', 'proposed', 'replacement', 'manual', 'enrolment', 'process', 'doongan', 'elementary', 'school', 'organized', 'transaction', 'flow', 'ease', 'work', 'aim', 'propose', 'system', 'design', 'serve', 'reliable', 'tool', 'registering', 'enrolling', 'student', 'institution', 'aim', 'show', 'benefit', 'using', 'automated', 'enrollment', 'system', 'manual', 'system', 'exist', 'cover', 'adding', 'updating', 'student', 'record', 'generating', 'billing', 'account', 'manual', 'enrollment', 'system', 'commend', 'inefficient', 'need', 'institution', 'based', 'proponent', 'gathered', 'concluded', 'using', 'automated', 'enrollment', 'system', 'abridge', 'existing', 'problem', 'school', 'keywords', 'enrolment', 'system', 'technology', 'information', 'system']"
"['denr', 'regionxiii', 'property', 'inventory', 'system']","['due', 'numerous', 'quantity', 'property', 'record', 'denr', 'g', 'office', 'property', 'inventory', 'system', 'used', 'allocate', 'property', 'record', 'appropriate', 'storage', 'document', 'design', 'develop', 'system', 'lift', 'current', 'record', 'management', 'well', 'inventory', 'generation', 'inventory', 'report', 'denr', 'regionxiii', 'property', 'inventory', 'system', 'take', 'advantage', 'using', 'technology', 'applicable', 'software', 'establish', 'comprehensive', 'profiling', 'system', 'regional', 'property', 'methodology', 'consist', 'requirement', 'planning', 'stage', 'ii', 'user', 'design', 'stage', 'iii', 'rapid', 'construction', 'stage', 'iv', 'transition', 'stage', 'highlight', 'importance', 'automating', 'inventory', 'process', 'faster', 'transaction', 'higher', 'quality', 'producing', 'reliable', 'information', 'properly', 'implemented', 'would', 'significant', 'administrative', 'division', 'monitoring', 'tracking', 'property', 'record', 'provide', 'efficient', 'service', 'timely', 'inventory', 'report', 'researcher', 'conducted', 'survey', 'using', 'researcher', 'made', 'questionnaire', 'evaluate', 'developed', 'system', 'total', 'respondentsrated', 'system', 'consists', 'g', 'office', 'staff', 'thirteen', 'student', 'known', 'system', 'process', 'system', 'got', 'rate', 'usefulness', 'rate', 'efficiency', 'satisfaction', 'overall', 'percentage', 'developed', 'system', 'testing', 'software', 'project', 'entitled', 'denr', 'region', 'xiii', 'property', 'inventory', 'system', 'tool', 'established', 'database', 'storage', 'g', 'record', 'successfully', 'done', 'system', 'achieves', 'minimizing', 'human', 'error', 'capable', 'generate', 'required', 'inventory', 'report', 'g', 'office', 'efficient', 'reliable', 'information', 'entire', 'division', 'researcher', 'would', 'like', 'recommend', 'update', 'system', 'enhance', 'gui', 'maximize', 'possible', 'functional', 'operation', 'system', 'keywordgss', 'property', 'property', 'card', 'inventory', 'physical', 'count']"
"['ocr', 'based', 'automated', 'evaluation', 'test', 'questionnaire']","['educator', 'long', 'using', 'written', 'examination', 'assessing', 'student', 'performance', 'even', 'already', 'available', 'online', 'platform', 'made', 'automate', 'test', 'evaluation', 'still', 'valid', 'reason', 'adopting', 'advent', 'new', 'technology', 'like', 'image', 'processing', 'automation', 'done', 'minimize', 'time', 'consumed', 'checking', 'vast', 'number', 'test', 'questionnaire', 'system', 'designed', 'recognize', 'handwritten', 'answer', 'test', 'questionnaire', 'generated', 'system', 'desktop', 'application', 'type', 'test', 'system', 'cater', 'limited', 'multiple', 'choice', 'true', 'false', 'several', 'optical', 'character', 'recognition', 'ocr', 'image', 'enhancement', 'like', 'grayscale', 'conversion', 'histogram', 'equalization', 'tesseract', 'character', 'recognition', 'applied', 'match', 'student', 'answer', 'teacher', 'answer', 'key', 'obtain', 'desired', 'evaluating', 'answered', 'test', 'questionnaire', 'item', 'analysis', 'report', 'also', 'generated', 'total', 'twenty', 'test', 'questionnaire', 'five', 'question', 'type', 'created', 'identify', 'applied', 'efficient', 'reallife', 'scenario', 'researcher', 'conclude', 'system', 'significantly', 'recognize', 'handwritten', 'answer', 'scanned', 'test', 'questionnaire', 'accuracy', 'depends', 'quality', 'printing', 'scanning', 'orientation', 'student', 'penmanship', 'keywords', 'optical', 'character', 'recognition', 'tesseract', 'image', 'processing', 'histogram', 'equalization', 'segmentation']"
"['business', 'design', 'electronic', 'commerce', 'service']","['electronic', 'commerce', 'ecommerce', 'come', 'old', 'traditional', 'term', 'buy', 'sell', 'commerce', 'term', 'used', 'people', 'subscribed', 'web', 'transaction', 'according', 'internet', 'world', 'stat', 'june', 'billion', 'people', 'earth', 'billion', 'internet', 'user', 'billion', 'purchase', 'online', 'researcher', 'create', 'design', 'help', 'every', 'business', 'store', 'found', 'massive', 'internet', 'business', 'design', 'electronic', 'commerce', 'service', 'ec', 'webbased', 'system', 'promote', 'product', 'service', 'business', 'store', 'registering', 'centralize', 'portal', 'every', 'business', 'store', 'join', 'large', 'network', 'online', 'retailer', 'system', 'help', 'business', 'store', 'experience', 'new', 'kind', 'marketing', 'break', 'traditional', 'dealing', 'also', 'promotes', 'marketing', 'help', 'since', 'business', 'owner', 'create', 'advertisement', 'reach', 'customer', 'announce', 'world', 'store', 'existing', 'selling', 'product', 'offered', 'keywords', 'ecommerce', 'buying', 'selling', 'online', 'online', 'payment', 'centralized', 'portal', 'advertisement']"
