Title,Abstract
AGUSAN DEL NORTE INDIGENOUS PEOPLE'S INFORMATION SYSTEM USING MOBILE TECHNOLOGY,"In this paper, the researchers presented an information system mainly for the Indigenous Peoples (IP's) in Agusan del Norte by applying an android phone and web application. The researchers presented this study to address issues and concerns of the countries indigenous people's (IP's) where mostly from different remote areas in Agusan del Norte. The National Commissions on Indigenous Peoples (NCIP) serve as the primary government agency responsible for the formulation and implementation regarding concerns of Indigenous Peoples (IP's). The Development of this study is innovating the traditional way of data recording into automated system by using android application and design database for systematically use, organize and hassle free in data recording. The Graphical User Interface (GUI) of the system was created and programmed using Joomla, a content management system (CMS) and the xampp server was used to store the data and generate it into meaningful information. Keywords: IP's, Android Application, Web Application, CMS"
BUTUAN CITY COMELEC SMS-BASED VOTERS STATUS INQUIRY SYSTEM,"In this paper, the researchers presented an inquiry system to the voters of Butuan City by applying the availability of mobile phones. The researchers present this study to address the problems of voters in inquiring voter status, and most especially voters from remote areas. The inquiry system of voter status via SMS is a way to provide service for voters to access and acquire information without leaving the comforts of their home or from anywhere they are. This study uses Huawei model E303 as SMS Gateway to connect to the PC. The system was coded in Microsoft Visual Basic 6.0. The connection of the system and GSM modem has been configured through the use of AT commands to instruct the modem device to read and send SMS. From time to time, the system will intercept the incoming SMS. Every SMS transaction of the system is an auto reply that will send automatically to the recipient whether it is valid or invalid format and no record found. The valid request format and the successfully send SMS will be saved directly to the database. The developed system will be beneficial to the voters and other users who want verify voter status. Keywords: Inquiry System, SMS, AT Commands"
NATIONAL FIRE CODE ADVISOR,"In this study, the researchers presented a system on recommending the applicable sections codes of Rules and Regulations of Republic Act no. 9514 otherwise known as the ""Fire Code of the Philippines of 2008"". It aims to provide a system that will identify fire safety violations, recommend relevant fire code regulation and provide information in decision making. By interacting to the system, the fire safety inspector responses to the series of questions and as a result, the system will identify fire safety violations and recommend relevant fire code standard. PHP was used for the overall processing and functions of the system. While, Bootstrap was used for the interface of the system and XAMPP server for the data storage. It was observed that the designed system functioned with a very high effectiveness, efficiency and accuracy as evidenced by the very high usability result when actual software testing was conducted. Keywords: Fire Code Advisor, Expert System, Knowledge Automation Fire Safety"
DEEP REINFORCEMENT LEARNING BASED ROBOTIC ARM CONTROL SIMULATION TO EXECUTE OBJECT REACHING TASK FOR INDUSTRIAL APPLICATION,"In this thesis, a deep reinforcement learning approach was proposed to train a simulated robot arm to perform object reaching tasks. The Proximal Policy Optimization (PPO) algorithm was utilized and various reward functions were explored using data from distance sensors, a camera, and an object recognition node attached to the robot arm gripper. The simulation environment was created using the open-source platform Webots and its implementation of a custom gym environment from OpenAl Gym, in conjunction with the reinforcement learning library StableBaseline3. The results revealed that the developed robotic arm controller performed well in terms of convergence and the number of steps required to learn an optimal policy, with the use of reward shaping found to aid in improving the learning process. The goal of the research was to simplify the implementation of robotics in industrial settings by using deep reinforcement learning as an alternative to task specific programming. Keywords: Reinforcement Learning, Deep Reinforcement Learning, Robotic Arm, Robot Simulation"
SELECTION OF QUALIFIED APPLICANTS USING KNUTH-MORRIS-PRATT ALGORITHM,"Increasing competition in global markets urges organizations to put more emphasis on paper personnel selection process. Organizations and companies succeed or fail, base on the quality and effectiveness of their employees. Successful recruitment begins with proper employment planning and forecasting. Related to the success of recruitment process are the strategies an organization is ready to employ in order to identify and select the best candidates for its developing pool of human resources. This paper presents an approach of selecting personnel using natural language interface for the user to interact with the system. The user may input his/her queries in natural language likely in English statement. The proposed model uses a natural language interface to database with integration of Knuth-Morris-Pratt algorithm. The algorithm provided in the system gives relevance with the efficient matching of data to the database. Thus, the study plays a significant role on retrieving data with efficiency using the natural language as minimum interaction to the database system. In simulation of the prototype, it shows that developing a natural language interface with KMP satisfies users especially, the casual or non-technical users for selecting qualified personnel. Keywords: Natural language interface, Knuth-Morris-Pratt Algorithm, Applicant selection"
INTEGRATED DEVELOPMENT ENVIRONMENT FOR ASSEMBLY LANGUAGE,"Integrated Development Environment for Assembly Language is basically a dedicated assembly language tool. It integrated the editor, assembler, linker and EXE2BIN utility of the Assembly Language. It was designed and developed to aid students and professionals increase assembly language productivity. It was specifically designed to be used on Windows operating system such as Windows Me (Millennium Edition) and Windows XP Professional service pack 2. Through this project, students should be able to learn assembly language in less time, thus, the Institute's capacity to produce competent graduates will be safeguarded."
WEB-BASED MALARIA MONITORING SYSTEM WITH MAPPING CAPABILITY,"Keeping records, creating reports and retrieving records of the patient is crucial when it is done in paper works and the monitoring of malaria high risk areas in Marihatag, Surigao Del Sur. This study illustrated a technique of integrating Geographical Information System (GIS), Google Application Programming Interface (API) Technology and Automation of creating of reports, monitoring and mapping of malaria prevalence through an interactive user interface.Fusion Table supported GIS by converting shp file (shapefile format) into kml in order to express visualization within web-based and two-dimensional maps. Since the Google Fusion Table has the ability to generate html code to display creative and interactive map, it enabled access of map by embedding this html code into the web page created for this web mapping service. The Graphical User Interface (GUI) of the web-based system was developed and programmed in PHP and Javascript language. Keywords: API, GIS, PHP, SQL, GUI,shp, knl, Prevalence"
"AN AUTOMATED LAND CAPABILITY ASSESSMENT AND MAPPING SCHEME AT MACALANG BUENAVISTA, AGUSAN DEL NORTE","Land Capability Assessment and Mapping Scheme of an area is one of the requirements to achieve best possible utilization of a farming land resource for sustainable agricultural production. It corresponds to different criterion: productivity of component species in the relation to the bio- physical environment and resources of the site; adaptability of the farmer's technical skills and capabilities, and its sustainability. However, defining its capability to define land use system and support crops characteristics for good production is difficult without its components that will be the basis for a good land use planning. The manual and normal process in assessing land capability and locating its area suitability takes more time to do and is not easy for the expert. This study aims to develop an Automated Land Capability Assessment and Mapping Scheme at Macalang, Buenavista, Agusan del Norte. Barangay Macalang is one of the barangay's belonging to the municipality of Buenavista, Agusan del Norte with 7 puroks. It is plain and hilly and the upper part is mountainous. Barangay Macalang was already studied by the expert and other researcher regarding its land capability assessment. With this, there were already available preliminary data in relation to its bio- physical and socio-economic characteristics. The application of Information Technology had been a great help in automating the knowledge of an expert. With the use of EXSYS Corvid Servlet Runtime, data of the selected crop and forest tree species, with its corresponding selected bio-physical characteristics such as altitude (elevation), soil pif, soil type, temperature, and rainfall requirements are manipulated for assessing land capability. And with the used of Geographical Information System, identifying crop suitability in a specific area can be easilylocated. The output of the developed system entitled, An Automated Land Capability and Mapping Scheme at Macalang, Buenavista, Agusan del Norte, was agreed by the agro foresters in Caraga State University and students who are knowledgeable about the content of the study. Furthermore, survey has been tested to know the perception of the respondents with regards to the system using the system weighted mean formula. Keywords: ExsysCorvid, GIS, Geoserver, PHP, QGIS"
CSU KLINIK-KONEK APPOINTMENT SYSTEM INTEGRATED WITH VIDEO CONFERENCE,"Life is getting hard and unsafe because of the pandemic we are currently experiencing. It is difficult to make in-person appointments for medical treatment. The internet and new technologies are used to facilitate these online medical appointments within the university. Nowadays, the internet has become a trustworthy source for almost every type of information. Individuals are becoming more open to the possibility of replacing a visit to a physical facility with an online option, believing that an online appointment and consultation have established a foothold in the market. The major goal of this study is to make it easier and more convenient for patients to book appointments with doctors, as well as to address the issues that patients have when scheduling appointments in person. To realize this concept, full system research and investigation were conducted, and data about the current system were collected and analyzed utilizing document and data flow diagrams. The CSU Klinik-Konek Appointment System Integrated with Video Conference Design is a web-based clinical consultation that can be used in place of the face-to-face or traditional consultations at the clinic of Caraga State University main campus. The system will facilitate appointment reservations and save a large number of patients' information through this simple system design, using auto-email notifications to confirm that the client's request has been reserved or booked. This system will be a big improvement over the manual system currently employed in the university clinic. Patients are able to access the page as long as there is an internet connection for online booking. It will also help to minimize the risk of university students and employees from contracting the COVID-19 virus. The Technology Acceptance Model (TAM) with the use of the Likert Scales approach was being used to design this system. Finally, the design is visualized by using data flow, entity- relationship diagrams, and a prototyping tool like UiZard.
Keywords: online appointment, online consultation, web-based, video conference"
DECISION SUPPORT SYSTEM: A TOOL FOR CARAGA STATE UNIVERSITY ENROLLMENT ANALYSIS,"Many organizations have introduced computer-based Information systems to support business processes and provide information to its members. However the way that information flows in the organizations has changed, it is now possible to grant access to more people and encourage information sharing and cooperation. The new strategy around information and processes allows performing tasks simultaneously and speeding up decision making. Decision Support Systems (DSS) has become a tool that helps managers of different levels in the organization to perform their roles on monitoring. planning, forecasting and analysis. The Caraga State University, Ampayon, Butuan City has been managing various curricular programs since school year 1977-1978. With its existence, the researchers believe that a decision support system that is capable of analyzing enrollment records must be developed. A support system capable of interactively analyzing, exploring. summarizing records and returns filtered reports, patterns, trends and even predicts future values. With that, the researchers developed a decision support system that will assist the administrators on their decision-making and planning preparation regarding the selected programs offered by the College of Engineering and Information Technology (CEIT). Keywords: Decision Support System, Time Series Analysis, ARIMA, Univariate Box and Jenkins, Drupal, Google Fusion Table."
CSU GUIDANCE OFFICE EVENTS AND SERVICES ONLINE SCHEDULING SYSTEM WITH TWO-WAY SMS NOTIFICATION AND INQUIRY SYSTEM,"Many organizations have introduced computer-based Information systems to support business processes and provide information to its members. However the way that information flows in the organizations has changed, it is now possible to grant access to more people and encourage information sharing and cooperation. The new strategy around information and processes allows performing tasks simultaneously and conveniently. The CSU Guidance Office and Testing Center has been providing various kinds of events and services to help students adopt in the new environment as they take their way being a college student. With its existence, the researchers believe that an information system that is capable of easily posting of events and services schedules online must be developed. An information system capable of giving students additional options in knowing and viewing the events and services schedules and in addition giving students notification in case that they cannot view the schedules online. With that, the researchers developed an information system that will assist the Guidance Counselors post their events and services schedules online, give SMS notification and a SMS inquiry system. Keywords: HTML5, Bootstrap, JQuery Mobile, MySQL, PHP 5.0"
TRANSECT RESOURCE MAP GENERATOR: A SPATIAL 2D TO 1D CONVERSION TOOL,"Maps are widely used nowadays to address Disasters Risk Reduction and in any environment related initiatives, as a medium for management and decision making, however, the utilization of 2D maps limits and makes it impossible to account the resources and elevation, distributed across the area. Thus, limits the information and deducted decision that can be captured out from it. This research introduced methods of using the concept of Transect Walk or Community Mapping for a spatial 2D to ID conversion. The research utilized NAMRIA Resource Map and DEM as an input datasets. GIS technology and techniques was utilized for the preparation of data, and MATLAB for pixel and matrix manipulation for the generation of Transect Resource Map. Both DEM and Resource Map were interpolated to establish the relationship that both data point to the same location. Elevation Profiling and Resource Inventory were then conducted for the generation of the transect resource map. The resulting figure and conversion of 2D to ID representation was indeed made possible, and the visualization addressed the limitations of 2D representation and was a good supplementary tool for decision making anything related to understanding the terrain in relation to elevation and resources. Keywords: Transect Resource Map, Community Mapping, 2D to 1D Conversion, DEM, Resource Map, Interpolation, Elevation Profiling, Resource Inventory"
AUTOMATIC METADATA CREATION OF BOOKS USING OPTICAL CHARACTER RECOGNITION,"Metadata is information used to describe a set of data. Organizing articles by their metadata is seen as one of the foreboding challenges confronting every people involved in any educational and library transactions. However, the process of creating metadata manually is expensive, labor-extensive and time-consuming for a large collection, thus, the costs for manual metadata creation makes a great inspiration for automatically creating metadata of books. In this paper, the built application is able to extract keywords from captured book title page and search it on Amazon using some image enhancement techniques, Tesseract OCR Engine, spelling correction algorithm called Levenshtein Edit Distance Algorithm and with the help of human interaction. Quantitative results are shown for the text extraction and spelling correction experiments. However, the 87.61% text extraction accuracy is still subject for improvements. Thus, spelling correction was conducted and yield 71.92% accuracy rate. With the help of the spelling correction algorithm, the keyword extraction accuracy had increased from 87.61% to 96.52%. To create metadata, the corrected keywords were used to search books on Amazon and the relevant search query was in the form of MARC metadata. A theoretical analysis, backed by a series of experiments and testing, indicates that automatic metadata creation using Optical Character Recognition was indeed possible. Keywords: Optical Character Recognition (OCR), Tesseract , Levenshtein Edit Distance Algorithm, Amazon API"
DESIGN AND EVALUATION OF HYDRAULIC GOLD SEPARATOR MACHINE FOR PLACER GOLD DEPOSITS,"Mining contributes immense financial assistance to those who are in need. So populaces, or whoever is in the vicinity where resources exist in, will no doubt design their own methods of exploitation in order to earn to sustain basic needs for their living. Methods applied are quite not suggested by erudite and are even not under governmental legitimacy that is affecting adversely to the environment. This study entitled, ""Design and Evaluation of Hydraulic Separator Machine for Gold Placer Deposits"" is contemplated by the researchers to be the solution. This study aims to utilize lesser quantity of water, time, and human labour by the use of the researchers' own designed gold separator machine. Also, this certain machine aims to determine the productivity rate of gold and compare the income per net operation of those who use conventional methods using hydraulic gold separator machine. Researchers then identify which procedure or method is better. The data for this study were gathered through three actual tests on the machine using the sample from Maibu, Butuan City, which is the focus of this piece. Data involved are volume or mass of the sample, milligrams of gold in the sample, and time of the process that are being calculated respectively. Finally, results and calculations show that the Hydraulic Separator Machine fabricated is performing viably and is economically feasible. Keyword: Hydraulic Gold Separator, Gold, Placer Deposits, Conventional Methods"
SURFACE WATER TREATMENT (EX SITU): REDUCING TOTAL SUSPENDED SOLIDS USING CORN SEED AS BIOCOAGULANT,"Mining projects are potential sources of soil and sediment eroding into and degrading surface water quality. Such problems are mitigated by different kinds of water treatment like coagulation. This study utilizes Zea maize or commonly called as com as an effective coagulant for treating mine wastewater from Taganito Mining Corporation and Greenstone Resources Corporation, specifically reducing TSS of the sample water. The coagulant was extracted from a mixture of a 20g com powder and 50 ml. distilled water to produce a com coagulant solution. Preparing seven 500 ml. beakers filled with 450 ml. of surface water sample. Six beakers were treated with the com coagulant while one beaker remained as a blank sample. Results show that, pH, temperature, conductivity, TDS, DO and orp of the wastewater were not affected by the com coagulant solution. TSS % reductions of the treated samples were 95.07% and 96.22 % for 5 and 10 drops of dosage. Corn is a good coagulant, however, it turned to be uneconomical since blank sample's TSS % reduction was 94,93%. Thus, ordinary settling process is enough and com coagulant is not desirable in TMC wastewater. On the other hand, treated waters that were gathered at Greenstone Resources Corporation (GRC) shows a positive result of corn effectiveness. After an hour, highest TSS % reduction of treated sample was 76.62 % while blank sample remains turbid having 15.66 %. In addition, used com could be recycled up to four times with almost the same efficiency of fresh solutions prepared. TSS of treated waters of optimum dosage was classified as Class A up to Class D, thus it"
PAG-IBIG FUND MEMBER BUZZER: A PROVIDENT AND HOUSING MOBILE APPLICATION,"Mobile applications are considered to be one of the fastest growing trends in Information Systems industry and it present a more popular interface for interaction with business systems. The Home Development Mutual Fund (HDMF), more popularly known as the Pag-IBIG Fund, was established to provide a national savings program and affordable shelter financing for the Filipino worker. It has catered major programs like Provident and Housing programs. This research starts with a desire to develop a mobile application for provident and housing system, which provides the information available through their official systems and presents the available content in a more user friendly manner. This project attempts to responding the problem through mobile application process that need to be implemented in order to access wide range of sources specific to information for provident and housing system for PAG-IBIG Fund. Some methods are used in order to create a user interface for MyBuzzer app for the members. The researchers must involve at least two components: the application code itself (may be programming code, HTML, CSS, JSON, PHP, JAVA or any combination of these and other elements) and the member data that the application displays. The system has been tested for its usefulness and efficiency and was considered to be a valuable application to be used by members and asset for the Fund. Keywords: HTML, CSS, JSON, PHP, JAVA"
SEAMLESS EMERGENCY REPORTING SYSTEM USING MOBILE APPLICATION,"Mobile Technology in the Philippines is prevalent in which every two Filipinos, one is a subscriber in mobile service. It becomes popular due to its mobility and easy subscription. Due to its widespread usage, this technology will be an innovation towards Emergency Management System here in our country. This project aimed to develop a seamless emergency reporting system using mobile application. It uses the latest mobile technology such as Global Positioning System (GPS), mobile development platform, web application and plain SMS in capturing emergency situation such as crime, accident, flood and fire. It is also geared with an optimal solution in terms of transmitting data unobtrusively using internet and SMS transmission medium. This project will be a key source in acquiring reliable information's on every incident happened within our local community for immediate rescue operations. Keywords: Seamless, SMS, Global Positioning System, Emergency Management System, mobile technology."
INTEGRATION OF SPEECH RECOGNITION FOR ACADEMIC MONITORING SYSTEM,"Monitoring the instructional progress of the lecturer is an aspect to produce a quality education institution, as they play a vital role in the learning development of the students. However, the current monitoring for the lecturer was done traditionally where there is involvement to the Department heads and chairman. This study aims to automate the current way of monitoring of the lecturers teaching progress through the integration of speech recognition. The monitoring is done using the voice input of the lecturer and convert it to text using a DeepSpeech model and identifies the possible topic using the Latent Dirichlet Allocation (LDA) algorithm which is used to match to the subject syllabi. A 79.4% average accuracy rate was achieved on the speech to text conversion using the DeepSpeech model. For the matching a week's score was generated to represent the number of matched keywords from a text file and the syllabus. In this paper the researchers have developed a method to automate the monitoring of the faculty's teaching progress using the Automatic Speech Recognition and Latent Dirichlet Allocation. Keywords: speech recognition, DeepSpeech, Latent Dirichlet Allocation (LDA)"
RICH MEDIA INTERACTION TO A MOODLE ENVIRONMENT AN ONLINE LEARNING INFRASTRUCTURE,"Moodle was a widely use online leaming environment. It provided out-of-the box functionality for course management. With the emergence of interactive functionality in the web, rich user experience was expected by learners to be integrated in online learning system. This study focused on the implementation of rich media features integrated to Moodle-based online learning system. The online learning framework was designed using free and open source software (FOSS), Media transfer module was introduced. Experiment on server resources utilization was conducted in Local Area Network to compare the memory utilization of different interaction scheme."
A FEASIBILITY STUDY OF AN AUTOMATED STRATEGIC PERFORMANCE MONITORING SYSTEM FOR THE LOCAL GOVERNMENT UNIT OF ROSARIO AGUSAN DEL SUR,"Most companies and agencies have an office evaluation through regular basis in a year. Office evaluation depends on the output of every offices accomplishment plan if they achieve the certain projects or goals that they had come up with. The Strategic Performance Monitoring System applies to output producing units and measures the collective performance of an office based on their outputs with a standard unit of measure. This allows a comparison of performance across offices or functions, and would take into account the productivity and efficiency of an operational unit of the LGU-Rosario. With this, the proponents have come up on a Feasibility Study of an Automated SPMS to determine and examine the factors that hinder and support in terms of the Talents, Resources/Budget, and the Adaption of SPMS Automation in LGU-Rosario, Agusan del Sur. Furthermore, the proponents used survey questionnaires, interviewed the Admin Chiefs and staffs that engaged in SPMS, SWOT Analysis, CSF Analysis, and Statistical Analysis in determining the result of the study. As resulted, shifting their manual process of SPMS to automation is possible and can be implemented based on the overview and overall outcome of the study. Keywords: Feasibility Study, Strategic Performance Monitoring System, Automated SPMS, SWOT Analysis, and Critical Success Factor"
A DESIGN OF AN ONLINE RECORDS MANAGEMENT SYSTEM FOR GENERATION TOUCH HARVEST INTERNATIONAL,"Most of the organizations and industries nowadays have used web-based information system in support on the systematic flow of transaction and provide well-organized information to its members. It will help the management to utilize all the physical and human resources productivity. This paper describes the Online Records Management System for Generation Touch Harvest International. This system was designed using PHP language as a server-side scripting language for web development and used My SQL as an open-source relational database management system, which is based on the structured query language used for adding, removing and updating information's from the inputted report of the church such as; Evangelistic Cell group Reports, Financial Records and Members List Reports. With that, the researchers design an Online Records Management System that will help the church administrator and the Primary 24 leaders of the Church to be more efficient and effective management of flow of transactions. Keywords: Web-based information System, PHP language. My SQL"
EXTRACTING TIME-ALIGNED TOPIC SEGMENTS FROM THE SPEECH TRANSCRIPT OF VIDEO LECTURES,"Multiple topics are discussed by a lecturer throughout a video lecture. However, t is time-consuming for a student to locate a relevant topic of the lecture by manually viewing the entire video. We aim to develop a framework to divide a video lecture into topic segments and label each segment Topic segments and labels acts as an aid to student learning by helping them navigate to a topic segment on the video. The methods are (1) converting the speech of the lecturer to text using Google Speech API and automatically restoring punctuation using a Bidirectional Recurrent Neural Network with Attention Mechanism, (1) separating sentences and applying TextTiling algorithm to discover topic segments, (ii) assign a label to each segment by identifying the five most frequent nouns and (iv) scoring each based on its topic similarity to the segment identified by a topic model trained on the entire English Wikipedia using a machine learning algorithm Latest Dirichlet Allocation. Results of speech recognition takes averages to 20 minutes to convert a 1 hour speech to text. Results show discovery of an average of one topic segment per minute and identifying an average of 3 words that are topically related to a segment Keywords: model, segmentation, labeling, duration, topic"
MY PERFORMANCE: A CSU STUDENT COURSE PERFORMANCE WORKFLOW SYSTEM,"My Performance: A CSU Student Course Performance Workflow System was developed using web technologies integrated into a web server. The system was created using Twitter Bootstrap that was supported by HTML, CSS, and Javascript. The Web-Based System was designed and developed by the researchers to be in the future to create a course performance workflow system that will be used by the students and faculties of the Caraga State University. The result of the system usability evaluation was done using a number of respondents. The total computation of the evaluation stated that the thirty respondents agree the efficiency, effectiveness, and satisfaction of the system. The utilization of the Laravel framework and its package certainly helped the development and implementation faster. After being able to achieve all the system objectives, the researchers then concluded that the methodology used by the researcher is sufficient and is able to provide requirements as a base of creating an online course module. Keywords: Course workflow, Online course, Web-based system, Moodle, Integration"
DESIGN AND IMPLEMENTATION OF HYBRID DATA-SYNCHRONIZATION IN DISTRIBUTED DATABASE MANAGEMENT SYSTEM,"NORMISIST Computerized Enrollment System helps improve its enrollment system. It minimizes time in processing enrollments. But still, it doesn't achieve the reliability and fast access of the system due to slow response of the queries to the database and server. It posts a concern with its IT infrastructure due to increasing number of enrollees and heavy traffic of SQL queries and response that affect database server and network. This explores the detail to add technology that will help NORMISIST Enrollment System and processes. Establishing a multiple server will help minimize network traffic by allowing users to exercise control over their own data while allowing others to share data from other databases. The goal then is to design Hybrid Data-Synchronization technique that synchronizes updates from client unto servers and techniques that synchronize update when other servers are down. Further, this explores the client/server middleware to come up with an effective and reliable data-synchronizer which enables synchronizations of data and updates in a Distributed Data Environment. Updates from client is then synchronously distributed and reflected among servers in the networks. It achieves reliability and fast access to the database. Client/server is a computational architecture that involves client processes requesting service from server processes. Using Visual Basic Object-Oriented Programming for the application part of the system and the use of ODBC middleware for transparent connection to the database (MySQL)."
PERSONAL INFORMATION SYSTEM,"NORMISIST HRMO Office deal with its problem and stresses with regards to Personal Information system. They kept running of time for searching and identifying the employee record, updating the personal data from files which is organized only of manual transaction, and database that can store large amount of data for taking an registration, update and delete the employee record. This problem might hinder to manage the existing Personal Information system. With this, the manual system shall be transformed into computer based Personal Information system. This system will be called ""Web-based Client Server Technology for the Personal Information System"". Web-Based Personal Information System for NORMISIST, capable to develop the Personal Information system, which can generate the following reports summary of employee profile. This project designs a web-based application featuring Personal Information on the web. It contains all the features, like displaying and updating the employee records of NORMISIST HRMO. Web- Based Personal Information System is rolled into Web database application. In this Personal information the employee will just enter their corresponding Id number to be able to query and to update their personal records online."
NORMISIST PROCUREMENT AND INVENTORY SYSTEM WITH TRACKING CAPABILITY,"NORMISIST Procurement and Inventory System with Tracking Capability (NPIST) is a web-based program that runs on any computer connected to an internet using web interface provided by a browser. Most of the transaction of the NORMISIST Supply Office are done manually making them prone to errors that results in substantial loss of time and efficiency. It requires much effort and manpower, thus, affects the quality of service and performance. Due to poor tracking system items are left untraceable that creates slow retrieval and processing of w\equipment and materials. To eliminate such kinds of problem a web-based Procurement an Inventory System wit Tracking Capability is necessary. A web-based system enables to track and control inventory items. It will significantly reduce paper works, and increase efficiency and accuracy. It provides a consistent report of discrepancies that can be checked immediately and les time will consumed in purchasing, retrieving and processing of equipment, supplies and materials. Hence, monitoring of items can be easily traced and updated. Supplies and equipments are certainly protected and secures as this system provides management reliability. NPIST gives a fast and reliable flow of transactions, user-friendly interface, and an assurance of security and control system."
MEASURING THE OPTIMUM AND EFFICIENT CLIENT-SERVER PERFORMANCE,"Northern Mindanao State Institute of Science and Technology as an institution presently adapting client-server technology. It is used to have immediate access in every transaction. NORMISIST in fact has already established a database server and it is being used in enrollment process nowadays. However, with the need to standardize of every school transactions, there is a possibility that the database server will be inefficient in providing fast and reliable data processing. The study of Design of Optimum and Efficient Client-Server Ratio is an effective way to determine the exact ratio of a single database server to its concurrent client. Thus, fast and reliable data processing is achieved. The study was made through MS Visual Basic as a Programming language being used. MS Access as a relational database management system from Microsoft. In addition the idea of client-server technology was also applied. The researcher found out that through this study, database and network administrator with its client could have a good client-server relationship."
A KNOWLEDGE-BASED SYSTEM ON LAND SUITABILITY ASSESSMENT IN CARAGA,"Nowadays, the population of the Philippines is growing dramatically. In order to meet the increasing demand for the food, the farming community has to increase its production. At present situations, vast lands are one of the factors why most of the Filipinos pursue agri-business. This study was carried out to evaluate the suitability of the agricultural crop to the land characteristics by using a knowledge-base expert system. The factors that were considered for evaluation of the land suitability for crop production were slope, soil drainage, soil texture, soil depth, soil pH and the present crop to be use in the land. This study aims to develop and design a knowledge-based system that will determine the suitable lands for specific crops in Caraga Region and to assist the farmers and experts in land suitability for sustainable agricultural farming by reducing processing time with standardized procedure. The researchers use the Exsys Corvid 3.1.1 for the development of rules and Joomla 1.5 as the user interface. The results of this study are valuable to agriculture and forestry sector, researchers and students. Keywords: Inference Engine, crop, suitability, Production Rules"
AN ANALYSIS OF TIDAL CONDITION EFFECTS ON THE 2014 TROPICAL STORM AGATON FLOODING EVENT IN BUTUAN CITY USING GEOSPATIAL AND NUMERICAL MODELING APPROACHES,"On January 2014, heavy to torrential rains brought by Tropical Storm Agaton caused the Agusan River to overflow and inundated localities along the river. One of the heavily affected localities is Butuan City, which is located in the downstream portion of Agusan River near Butuan Bay where the river drains. Although it was reported that flooding was due to the overflowing of the river, it is not yet clear if the level of inundation was affected, or even aggravated by tidal conditions in Butuan Bay. In this study, the researchers conducted an analysis of the effects of tidal conditions on the 2014 Agaton flooding event in Butuan City using a combination of geospatial and numerical modeling approaches. First, they developed and calibrated a hydrologic model using HEC HMS 3.5 to estimate the volume of flood water that enters Butuan City coming from the upstream portion of Agusan River Basin and from other nearby watersheds. Then, they developed a two-dimensional hydraulic model based on HEC RAS 5 to simulate the movement and propagation of flood waters from the upstream, including the rise and fall of water level in Butuan Bay due to tidal effects. The hydraulic model is fed with discharge hydrographs computed by the calibrated hydrologic model, and time series data of tides in Butuan Bay. A separate 2D simulation was implemented wherein flood waters coming from the upstream are allowed to flow freely towards Butuan Bay without tidal effects. For these two simulations, flood depth and hazard maps were generated and analyzed to determine tidal effects on the depth and extent of flooding, including the level impacts to structures with and without consideration of tidal effects. Results show that flood depths and extents simulated by the hydraulic model considering tidal effects have little difference to the simulated results without tidal effects. Our simulations seem to suggest that flooding in Butuan City during Agaton event was not aggravated by tidal condition, and that flooding appears to be mainly due to the long duration and high volume of rainfall brought by TS Agaton, However, the results and conclusions of this study must be taken with caution due to several limitations that may be addressed by future studies. Keywords: Tropical Storm Agaton flooding event, tidal effects, geospatial-numerical modeling, Agusan River, Butuan City"
A DECISION SUPPORT SYSTEM ON FACULTY MANAGEMENT AND UTILIZATION IN CEIT,"One concern in an educational institution such as the College of Engineering and Information Technology is its faculty distribution, basically per division basis. In this study, a Decision Support System served as a deviation from the accustomed automated input/output processes of academic resources in the educational framework of the college. With this model, the system could be able to generate results from projected and real-time data and compare their deviations to draw significant outcome. Results from the system showed that any difference in the values of projected and actual faculty population in CEIT would generate remarks which would help the decision-maker on his/her analysis. If the projected result is lesser than the actual number of faculty members, the system would prompt an ""excess"" remark, concluding that the college hired faculty members in a particular semester greater than they supposedly need; otherwise ""shortage"" would be reflected. Seldom results of full capacity would result ""ok"" in the system. Faculty members were categorized based on their field of specialization, i.e. the degree they had graduated from. This is the most prevalent case in the faculty admission relationship in CEIT considering IT and other computer and technological courses in CEIT has been increasingly in demand over a period of time."
